Difficulty,Title,Frequency,Acceptance Rate,Link,Topics
MEDIUM,Search in Rotated Sorted Array II,44.0,0.004017226272804081,https://leetcode.com/problems/search-in-rotated-sorted-array-ii,"Array, Binary Search"
HARD,Binary Tree Maximum Path Sum,44.0,0.004242987230763976,https://leetcode.com/problems/binary-tree-maximum-path-sum,"Dynamic Programming, Tree, Depth-First Search, Binary Tree"
HARD,Reverse Pairs,44.0,0.0034589844932724646,https://leetcode.com/problems/reverse-pairs,"Array, Binary Search, Divide and Conquer, Binary Indexed Tree, Segment Tree, Merge Sort, Ordered Set"
MEDIUM,Max Consecutive Ones III,44.0,0.006790659769271238,https://leetcode.com/problems/max-consecutive-ones-iii,"Array, Binary Search, Sliding Window, Prefix Sum"
MEDIUM,Monthly Transactions I,44.0,0.005930757331216282,https://leetcode.com/problems/monthly-transactions-i,Database
MEDIUM,Fruit Into Baskets,44.0,0.005149152526355084,https://leetcode.com/problems/fruit-into-baskets,"Array, Hash Table, Sliding Window"
HARD,Longest Valid Parentheses,42.9,0.003902758833925002,https://leetcode.com/problems/longest-valid-parentheses,"String, Dynamic Programming, Stack"
MEDIUM,Remove Duplicates from Sorted Array II,42.9,0.006485643753489876,https://leetcode.com/problems/remove-duplicates-from-sorted-array-ii,"Array, Two Pointers"
MEDIUM,Largest Number,42.9,0.004323271330823724,https://leetcode.com/problems/largest-number,"Array, String, Greedy, Sorting"
EASY,Employees Earning More Than Their Managers,42.9,0.007341130216988175,https://leetcode.com/problems/employees-earning-more-than-their-managers,Database
EASY,Remove Linked List Elements,42.9,0.0054724750091939426,https://leetcode.com/problems/remove-linked-list-elements,"Linked List, Recursion"
EASY,Implement Queue using Stacks,42.9,0.006999271634724813,https://leetcode.com/problems/implement-queue-using-stacks,"Stack, Design, Queue"
EASY,Maximum Average Subarray I,42.9,0.004816552535375495,https://leetcode.com/problems/maximum-average-subarray-i,"Array, Sliding Window"
MEDIUM,Implement Magic Dictionary,42.9,0.005795423597575629,https://leetcode.com/problems/implement-magic-dictionary,"Hash Table, String, Depth-First Search, Design, Trie"
EASY,Middle of the Linked List,42.9,0.008201259257131579,https://leetcode.com/problems/middle-of-the-linked-list,"Linked List, Two Pointers"
EASY,Squares of a Sorted Array,42.9,0.00738580058530201,https://leetcode.com/problems/squares-of-a-sorted-array,"Array, Two Pointers, Sorting"
MEDIUM,Minimum Number of Days to Make m Bouquets,42.9,0.00567360181650583,https://leetcode.com/problems/minimum-number-of-days-to-make-m-bouquets,"Array, Binary Search"
EASY,Students and Examinations,42.9,0.006136414582951234,https://leetcode.com/problems/students-and-examinations,Database
HARD,Minimum Window Substring,41.7,0.00478004113106125,https://leetcode.com/problems/minimum-window-substring,"Hash Table, String, Sliding Window"
MEDIUM,Surrounded Regions,41.7,0.004560869910204397,https://leetcode.com/problems/surrounded-regions,"Array, Depth-First Search, Breadth-First Search, Union-Find, Matrix"
MEDIUM,Binary Tree Right Side View,41.7,0.007049406082877218,https://leetcode.com/problems/binary-tree-right-side-view,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
MEDIUM,Count Primes,41.7,0.003617578385404784,https://leetcode.com/problems/count-primes,"Array, Math, Enumeration, Number Theory"
EASY,Implement Stack using Queues,41.7,0.007023013503081657,https://leetcode.com/problems/implement-stack-using-queues,"Stack, Design, Queue"
MEDIUM,Search a 2D Matrix II,41.7,0.005750188882034454,https://leetcode.com/problems/search-a-2d-matrix-ii,"Array, Binary Search, Divide and Conquer, Matrix"
EASY,Add Digits,41.7,0.006903069122256196,https://leetcode.com/problems/add-digits,"Math, Simulation, Number Theory"
MEDIUM,Sort Characters By Frequency,41.7,0.007546708328560124,https://leetcode.com/problems/sort-characters-by-frequency,"Hash Table, String, Sorting, Heap (Priority Queue), Bucket Sort, Counting"
MEDIUM,Next Greater Element III,41.7,0.0035404198206368904,https://leetcode.com/problems/next-greater-element-iii,"Math, Two Pointers, String"
MEDIUM,Binary Subarrays With Sum,41.7,0.006914673072493336,https://leetcode.com/problems/binary-subarrays-with-sum,"Array, Hash Table, Sliding Window, Prefix Sum"
EASY,Minimum Absolute Difference,41.7,0.007515234271846932,https://leetcode.com/problems/minimum-absolute-difference,"Array, Sorting"
EASY,Average Selling Price,41.7,0.0037435142227586283,https://leetcode.com/problems/average-selling-price,Database
EASY,Concatenation of Array,41.7,0.009021885537798426,https://leetcode.com/problems/concatenation-of-array,"Array, Simulation"
MEDIUM,Rearrange Array Elements by Sign,41.7,0.008471029028808743,https://leetcode.com/problems/rearrange-array-elements-by-sign,"Array, Two Pointers, Simulation"
HARD,First Missing Positive,40.4,0.004311787488380566,https://leetcode.com/problems/first-missing-positive,"Array, Hash Table"
MEDIUM,Remove Duplicates from Sorted List II,40.4,0.005199335762958256,https://leetcode.com/problems/remove-duplicates-from-sorted-list-ii,"Linked List, Two Pointers"
HARD,Maximal Rectangle,40.4,0.0059071880294949905,https://leetcode.com/problems/maximal-rectangle,"Array, Dynamic Programming, Stack, Matrix, Monotonic Stack"
EASY,Binary Tree Inorder Traversal,40.4,0.008022936299517905,https://leetcode.com/problems/binary-tree-inorder-traversal,"Stack, Tree, Depth-First Search, Binary Tree"
MEDIUM,Sort List,40.4,0.0064710359283059495,https://leetcode.com/problems/sort-list,"Linked List, Two Pointers, Divide and Conquer, Sorting, Merge Sort"
MEDIUM,Course Schedule II,40.4,0.005574031081509674,https://leetcode.com/problems/course-schedule-ii,"Depth-First Search, Breadth-First Search, Graph Theory, Topological Sort"
MEDIUM,House Robber II,40.4,0.004507806259707967,https://leetcode.com/problems/house-robber-ii,"Array, Dynamic Programming"
MEDIUM,Remove K Digits,40.4,0.003708649792225728,https://leetcode.com/problems/remove-k-digits,"String, Stack, Greedy, Monotonic Stack"
EASY,Arranging Coins,40.4,0.004833928156115033,https://leetcode.com/problems/arranging-coins,"Math, Binary Search"
MEDIUM,Permutation in String,40.4,0.004911054656070893,https://leetcode.com/problems/permutation-in-string,"Hash Table, Two Pointers, String, Sliding Window"
MEDIUM,Kill Process,40.4,0.007070001437401179,https://leetcode.com/problems/kill-process,"Array, Hash Table, Tree, Depth-First Search, Breadth-First Search"
MEDIUM,Asteroid Collision,40.4,0.004821260384315755,https://leetcode.com/problems/asteroid-collision,"Array, Stack, Simulation"
HARD,Maximum Profit in Job Scheduling,40.4,0.005477632342560363,https://leetcode.com/problems/maximum-profit-in-job-scheduling,"Array, Binary Search, Dynamic Programming, Sorting"
EASY,Sort Array by Increasing Frequency,40.4,0.008088673672329755,https://leetcode.com/problems/sort-array-by-increasing-frequency,"Array, Hash Table, Sorting"
MEDIUM,Flatten Binary Tree to Linked List,40.4,0.0070957343333372955,https://leetcode.com/problems/flatten-binary-tree-to-linked-list,"Linked List, Stack, Tree, Depth-First Search, Binary Tree"
MEDIUM,Diagonal Traverse,40.4,0.006723653890422205,https://leetcode.com/problems/diagonal-traverse,"Array, Matrix, Simulation"
MEDIUM,Path Sum II,39.0,0.006239914256875578,https://leetcode.com/problems/path-sum-ii,"Backtracking, Tree, Depth-First Search, Binary Tree"
MEDIUM,Linked List Cycle II,39.0,0.0058311472034578435,https://leetcode.com/problems/linked-list-cycle-ii,"Hash Table, Linked List, Two Pointers"
MEDIUM,Perfect Squares,39.0,0.005664035658985095,https://leetcode.com/problems/perfect-squares,"Math, Dynamic Programming, Breadth-First Search"
EASY,Ransom Note,39.0,0.006609247910642927,https://leetcode.com/problems/ransom-note,"Hash Table, String, Counting"
EASY,Fizz Buzz,39.0,0.007561009828150566,https://leetcode.com/problems/fizz-buzz,"Math, String, Simulation"
MEDIUM,Non-overlapping Intervals,39.0,0.005728348153166274,https://leetcode.com/problems/non-overlapping-intervals,"Array, Dynamic Programming, Greedy, Sorting"
MEDIUM,Contiguous Array,39.0,0.005159835593855933,https://leetcode.com/problems/contiguous-array,"Array, Hash Table, Prefix Sum"
MEDIUM,Best Time to Buy and Sell Stock with Transaction Fee,39.0,0.00721792775473281,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-transaction-fee,"Array, Dynamic Programming, Greedy"
MEDIUM,Accounts Merge,39.0,0.0061528361018053,https://leetcode.com/problems/accounts-merge,"Array, Hash Table, String, Depth-First Search, Breadth-First Search, Union-Find, Sorting"
MEDIUM,Sum of Subarray Minimums,39.0,0.003872948558733667,https://leetcode.com/problems/sum-of-subarray-minimums,"Array, Dynamic Programming, Stack, Monotonic Stack"
MEDIUM,Shortest Path in Binary Matrix,39.0,0.005173010462923101,https://leetcode.com/problems/shortest-path-in-binary-matrix,"Array, Breadth-First Search, Matrix"
EASY,Kth Missing Positive Number,39.0,0.006361356064199179,https://leetcode.com/problems/kth-missing-positive-number,"Array, Binary Search"
EASY,Add Two Integers,39.0,0.008798524299671743,https://leetcode.com/problems/add-two-integers,Math
HARD,Number of Digit One,39.0,0.003906085976243542,https://leetcode.com/problems/number-of-digit-one,"Math, Dynamic Programming, Recursion"
MEDIUM,Simplify Path,37.5,0.0050803150952778466,https://leetcode.com/problems/simplify-path,"String, Stack"
MEDIUM,Single Number II,37.5,0.006730033647881777,https://leetcode.com/problems/single-number-ii,"Array, Bit Manipulation"
HARD,Basic Calculator,37.5,0.0046965745870775335,https://leetcode.com/problems/basic-calculator,"Math, String, Stack, Recursion"
HARD,Find Median from Data Stream,37.5,0.005463240997895739,https://leetcode.com/problems/find-median-from-data-stream,"Two Pointers, Design, Sorting, Heap (Priority Queue), Data Stream"
MEDIUM,Increasing Triplet Subsequence,37.5,0.003944292101428325,https://leetcode.com/problems/increasing-triplet-subsequence,"Array, Greedy"
EASY,Reverse String II,37.5,0.005397638831700946,https://leetcode.com/problems/reverse-string-ii,"Two Pointers, String"
EASY,Employee Bonus,37.5,0.007756232228599166,https://leetcode.com/problems/employee-bonus,Database
MEDIUM,Trim a Binary Search Tree,37.5,0.006674445896060886,https://leetcode.com/problems/trim-a-binary-search-tree,"Tree, Depth-First Search, Binary Search Tree, Binary Tree"
MEDIUM,Subarray Sums Divisible by K,37.5,0.005639446349025019,https://leetcode.com/problems/subarray-sums-divisible-by-k,"Array, Hash Table, Prefix Sum"
EASY,Cousins in Binary Tree,37.5,0.005944671881085833,https://leetcode.com/problems/cousins-in-binary-tree,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
MEDIUM,Immediate Food Delivery II,37.5,0.005623893127322873,https://leetcode.com/problems/immediate-food-delivery-ii,Database
MEDIUM,Even Odd Tree,37.5,0.006720695325346488,https://leetcode.com/problems/even-odd-tree,"Tree, Breadth-First Search, Binary Tree"
HARD,Shortest Palindrome,37.5,0.004263748451335975,https://leetcode.com/problems/shortest-palindrome,"String, Rolling Hash, String Matching, Hash Function"
MEDIUM,Find All Anagrams in a String,37.5,0.005395791298851307,https://leetcode.com/problems/find-all-anagrams-in-a-string,"Hash Table, String, Sliding Window"
MEDIUM,Maximum Sum of Distinct Subarrays With Length K,37.5,0.0043149978773727934,https://leetcode.com/problems/maximum-sum-of-distinct-subarrays-with-length-k,"Array, Hash Table, Sliding Window"
MEDIUM,Reordered Power of 2,37.5,0.00659062194501455,https://leetcode.com/problems/reordered-power-of-2,"Hash Table, Math, Sorting, Counting, Enumeration"
MEDIUM,Count and Say,35.9,0.006312764974620177,https://leetcode.com/problems/count-and-say,String
MEDIUM,Reverse Linked List II,35.9,0.00517433031483586,https://leetcode.com/problems/reverse-linked-list-ii,Linked List
EASY,Minimum Depth of Binary Tree,35.9,0.00531659587312688,https://leetcode.com/problems/minimum-depth-of-binary-tree,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
MEDIUM,Find Minimum in Rotated Sorted Array,35.9,0.005486453720731921,https://leetcode.com/problems/find-minimum-in-rotated-sorted-array,"Array, Binary Search"
MEDIUM,Consecutive Numbers,35.9,0.004862823724770043,https://leetcode.com/problems/consecutive-numbers,Database
EASY,First Bad Version,35.9,0.004727314812719468,https://leetcode.com/problems/first-bad-version,"Binary Search, Interactive"
MEDIUM,Design Hit Counter,35.9,0.006972108961127437,https://leetcode.com/problems/design-hit-counter,"Array, Binary Search, Design, Queue, Data Stream"
EASY,Is Subsequence,35.9,0.004912549377747927,https://leetcode.com/problems/is-subsequence,"Two Pointers, String, Dynamic Programming"
EASY,Assign Cookies,35.9,0.005516277882446302,https://leetcode.com/problems/assign-cookies,"Array, Two Pointers, Greedy, Sorting"
MEDIUM,Target Sum,35.9,0.005240816127720879,https://leetcode.com/problems/target-sum,"Array, Dynamic Programming, Backtracking"
MEDIUM,Shortest Path to Get Food,35.9,0.005724052419216727,https://leetcode.com/problems/shortest-path-to-get-food,"Array, Breadth-First Search, Matrix"
EASY,Find Customer Referee,35.9,0.007301272759195213,https://leetcode.com/problems/find-customer-referee,Database
EASY,Remove Outermost Parentheses,35.9,0.008721429661370976,https://leetcode.com/problems/remove-outermost-parentheses,"String, Stack"
HARD,Find in Mountain Array,35.9,0.004178114065399185,https://leetcode.com/problems/find-in-mountain-array,"Array, Binary Search, Interactive"
EASY,Queries Quality and Percentage,35.9,0.005355800123715517,https://leetcode.com/problems/queries-quality-and-percentage,Database
EASY,Replace Employee ID With The Unique Identifier,35.9,0.008359572458099308,https://leetcode.com/problems/replace-employee-id-with-the-unique-identifier,Database
MEDIUM,Dot Product of Two Sparse Vectors,35.9,0.008989857752552113,https://leetcode.com/problems/dot-product-of-two-sparse-vectors,"Array, Hash Table, Two Pointers, Design"
MEDIUM,Count Good Numbers,35.9,0.005778802005178809,https://leetcode.com/problems/count-good-numbers,"Math, Recursion"
MEDIUM,Confirmation Rate,35.9,0.006212767215052705,https://leetcode.com/problems/confirmation-rate,Database
HARD,Partition Array Into Two Arrays to Minimize Sum Difference,35.9,0.002368909127920565,https://leetcode.com/problems/partition-array-into-two-arrays-to-minimize-sum-difference,"Array, Two Pointers, Binary Search, Dynamic Programming, Bit Manipulation, Sorting, Ordered Set, Bitmask"
MEDIUM,Product Price at a Given Date,35.9,0.005801047001177795,https://leetcode.com/problems/product-price-at-a-given-date,Database
MEDIUM,Maximum Swap,35.9,0.005206059208863914,https://leetcode.com/problems/maximum-swap,"Math, Greedy"
HARD,Substring with Concatenation of All Words,34.1,0.00345794503034451,https://leetcode.com/problems/substring-with-concatenation-of-all-words,"Hash Table, String, Sliding Window"
MEDIUM,Permutations II,34.1,0.006363327598560075,https://leetcode.com/problems/permutations-ii,"Array, Backtracking, Sorting"
MEDIUM,Combinations,34.1,0.007473193983456422,https://leetcode.com/problems/combinations,Backtracking
MEDIUM,Partition List,34.1,0.006142354215264874,https://leetcode.com/problems/partition-list,"Linked List, Two Pointers"
HARD,Read N Characters Given read4 II - Call Multiple Times,34.1,0.004331107165509688,https://leetcode.com/problems/read-n-characters-given-read4-ii-call-multiple-times,"Array, Simulation, Interactive"
EASY,Customers Who Never Order,34.1,0.007191419106929906,https://leetcode.com/problems/customers-who-never-order,Database
MEDIUM,Repeated DNA Sequences,34.1,0.005350396075910935,https://leetcode.com/problems/repeated-dna-sequences,"Hash Table, String, Bit Manipulation, Sliding Window, Rolling Hash, Hash Function"
MEDIUM,Basic Calculator II,34.1,0.004697244488047787,https://leetcode.com/problems/basic-calculator-ii,"Math, String, Stack"
EASY,Summary Ranges,34.1,0.005436225017079089,https://leetcode.com/problems/summary-ranges,Array
EASY,Palindrome Permutation,34.1,0.006868531199103345,https://leetcode.com/problems/palindrome-permutation,"Hash Table, String, Bit Manipulation"
